time_s,emg_raw_mV
4.410,0.017140
4.411,-0.002549
4.412,0.007194
4.413,-0.011451
4.414,-0.004831
4.415,-0.013402
4.416,0.011979
4.417,0.001310
4.418,0.002641
4.419,0.015371
4.420,0.013876
4.421,0.010111
4.422,-0.015297
4.423,-0.005921
4.424,-0.009193
4.425,0.011730
4.426,0.004901
4.427,-0.014259
4.428,-0.000502
4.429,-0.017002
4.430,-0.000638
4.431,-0.020792
4.432,0.004583
4.433,0.002109
4.434,0.020042
4.435,0.007174
4.436,-0.007928
4.437,0.007390
4.438,-0.018535
4.439,-0.012477
4.440,0.003998
4.441,-0.024972
4.442,0.001317
4.443,-0.009816
4.444,0.004069
4.445,-0.009933
4.446,0.007944
4.447,0.002659
4.448,0.018568
4.449,0.001008
4.450,-0.009224
4.451,-0.003890
4.452,-0.017894
4.453,0.002447
4.454,0.004225
4.455,0.026630
4.456,-0.010315
4.457,-0.005641
4.458,-0.008672
4.459,0.001618
4.460,0.004580
4.461,0.000287
4.462,0.014799
4.463,-0.004977
4.464,0.014687
4.465,0.009462
4.466,0.002709
4.467,-0.001352
4.468,0.030883
4.469,-0.008877
4.470,0.003575
4.471,-0.009930
4.472,0.019664
4.473,0.008215
4.474,-0.010993
4.475,0.003151
4.476,0.000239
4.477,-0.008627
4.478,0.007335
4.479,0.003745
4.480,0.002588
4.481,0.000424
4.482,0.006936
4.483,0.005180
4.484,0.003562
4.485,-0.004692
4.486,0.023178
4.487,-0.010178
4.488,0.006895
4.489,-0.002916
4.490,0.021115
4.491,-0.011769
4.492,-0.010587
4.493,-0.014065
4.494,0.001028
4.495,-0.019477
4.496,-0.008596
4.497,-0.028255
4.498,0.001122
4.499,-0.006930
4.500,-0.017857
4.501,0.013954
4.502,-0.013929
4.503,0.011990
4.504,-0.005559
4.505,0.022219
4.506,0.011848
4.507,-0.009670
4.508,-0.009242
4.509,0.008193
4.510,-0.003149
4.511,-0.002959
4.512,0.013504
4.513,-0.011411
4.514,-0.001758
4.515,0.008456
4.516,0.006856
4.517,-0.004342
4.518,-0.005230
4.519,-0.021793
4.520,-0.012675
4.521,0.004747
4.522,0.000109
4.523,0.003326
4.524,0.015324
4.525,-0.011248
4.526,0.000019
4.527,0.004692
4.528,-0.006687
4.529,0.018105
4.530,0.010903
4.531,0.002555
4.532,0.019767
4.533,-0.020414
4.534,-0.002946
4.535,0.001396
4.536,-0.013828
4.537,0.001182
4.538,-0.015042
4.539,0.007360
4.540,0.012694
4.541,0.004195
4.542,-0.020470
4.543,-0.009174
4.544,0.009630
4.545,0.003254
4.546,-0.029475
4.547,0.017341
4.548,0.003403
4.549,-0.008902
4.550,0.011939
4.551,-0.009058
4.552,-0.010025
4.553,0.001873
4.554,0.018519
4.555,0.016483
4.556,0.001463
4.557,0.003122
4.558,0.007735
4.559,-0.016011
4.560,0.007730
4.561,-0.007882
4.562,0.005585
4.563,-0.000303
4.564,0.008868
4.565,0.004417
4.566,-0.034023
4.567,0.004574
4.568,0.009469
4.569,0.006278
4.570,-0.001231
4.571,0.018779
4.572,0.001973
4.573,0.002825
4.574,0.009681
4.575,0.001351
4.576,-0.013629
4.577,-0.031687
4.578,-0.007489
4.579,0.008204
4.580,-0.004237
4.581,0.010541
4.582,0.003548
4.583,0.017884
4.584,-0.000689
4.585,0.008611
4.586,0.008924
4.587,0.020446
4.588,-0.018716
4.589,-0.004574
4.590,0.010182
4.591,0.017624
4.592,0.001118
4.593,-0.005940
4.594,0.006232
4.595,0.007424
4.596,-0.007169
4.597,0.001537
4.598,0.012403
4.599,0.021758
4.600,0.008911
4.601,0.001457
4.602,0.001114
4.603,0.009116
4.604,0.001465
4.605,0.005276
4.606,-0.009841
4.607,0.017992
4.608,-0.011919
4.609,-0.004258
4.610,0.001171
4.611,0.022965
4.612,-0.006836
4.613,-0.010419
4.614,-0.009463
4.615,0.016907
4.616,-0.036601
4.617,-0.014460
4.618,0.031012
4.619,0.006164
4.620,-0.013272
4.621,0.000424
4.622,0.002573
4.623,0.012581
4.624,0.024927
4.625,0.007663
4.626,-0.003624
4.627,0.011872
4.628,-0.006616
4.629,-0.011473
4.630,-0.021119
4.631,-0.019709
4.632,-0.012521
4.633,-0.016561
4.634,0.000906
4.635,-0.017393
4.636,-0.040577
4.637,-0.014954
4.638,-0.007426
4.639,-0.008192
4.640,0.018234
4.641,-0.006435
4.642,0.012334
4.643,0.002199
4.644,0.002346
4.645,-0.007025
4.646,0.002148
4.647,-0.006754
4.648,0.003804
4.649,-0.001908
4.650,-0.011336
4.651,0.010976
4.652,0.003359
4.653,-0.007804
4.654,-0.001107
4.655,-0.004006
4.656,-0.013264
4.657,-0.001581
4.658,-0.009215
4.659,-0.012266
4.660,-0.019473
4.661,-0.003376
4.662,0.008567
4.663,-0.005909
4.664,0.033102
4.665,0.013628
4.666,0.018505
4.667,0.011970
4.668,0.023998
4.669,-0.008517
4.670,-0.030729
4.671,-0.006281
4.672,0.004935
4.673,-0.000609
4.674,0.000453
4.675,0.012851
4.676,0.001732
4.677,0.007160
4.678,-0.013038
4.679,-0.014072
4.680,0.019369
4.681,0.002138
4.682,-0.005715
4.683,-0.005030
4.684,-0.004936
4.685,-0.005508
4.686,-0.012545
4.687,-0.015578
4.688,-0.000577
4.689,-0.006188
4.690,0.013286
4.691,0.002590
4.692,0.001420
4.693,-0.011344
4.694,-0.004306
4.695,0.001332
4.696,0.005741
4.697,-0.003554
4.698,0.011186
4.699,-0.000831
4.700,0.009514
4.701,-0.004951
4.702,-0.019988
4.703,0.005647
4.704,0.011557
4.705,0.009904
4.706,0.007919
4.707,-0.001756
4.708,-0.007918
4.709,0.007548
4.710,0.005117
4.711,-0.007658
4.712,0.011550
4.713,-0.013021
4.714,-0.009855
4.715,0.016637
4.716,0.007570
4.717,-0.006723
4.718,0.001685
4.719,0.000930
4.720,-0.032947
4.721,-0.009951
4.722,0.001153
4.723,-0.001852
4.724,0.005818
4.725,0.016554
4.726,-0.001005
4.727,-0.010265
4.728,0.005662
4.729,-0.002992
4.730,-0.001873
4.731,-0.004428
4.732,0.025139
4.733,-0.029316
4.734,-0.007513
4.735,-0.003044
4.736,-0.012227
4.737,0.008371
4.738,0.007996
4.739,-0.001500
4.740,-0.003248
4.741,-0.000416
4.742,0.000506
4.743,0.001487
4.744,0.000597
4.745,0.006029
4.746,0.011892
4.747,-0.012336
4.748,-0.010845
4.749,-0.020055
4.750,0.010397
4.751,0.002077
4.752,0.004300
4.753,-0.019581
4.754,0.018566
4.755,-0.010306
4.756,-0.000835
4.757,0.007826
4.758,-0.013607
4.759,-0.007483
4.760,0.002150
4.761,0.035217
4.762,0.005377
4.763,0.021703
4.764,0.017321
4.765,0.007416
4.766,-0.009017
4.767,0.015144
4.768,-0.016214
4.769,0.020138
4.770,0.002400
4.771,-0.032730
4.772,-0.005849
4.773,0.005420
4.774,-0.005697
4.775,0.005580
4.776,-0.013053
4.777,-0.018099
4.778,-0.002621
4.779,-0.000548
4.780,-0.004181
4.781,0.015655
4.782,-0.008439
4.783,0.006185
4.784,0.003669
4.785,-0.015681
4.786,-0.012975
4.787,0.002570
4.788,0.025538
4.789,0.007878
4.790,-0.020708
4.791,-0.038253
4.792,0.007033
4.793,-0.003582
4.794,0.010842
4.795,-0.013569
4.796,0.001349
4.797,0.007727
4.798,-0.007133
4.799,-0.006040
4.800,0.000303
4.801,0.007439
4.802,0.001591
4.803,0.014115
4.804,-0.002690
4.805,-0.012941
4.806,0.026577
4.807,-0.004829
4.808,-0.005058
4.809,0.000137
4.810,0.000806
4.811,-0.005567
4.812,-0.001973
4.813,-0.002904
4.814,-0.000755
4.815,-0.031290
4.816,0.019717
4.817,-0.004195
4.818,0.005204
4.819,-0.017464
4.820,-0.005652
4.821,-0.007141
4.822,0.019400
4.823,-0.004603
4.824,0.011950
4.825,-0.004805
4.826,-0.002578
4.827,-0.000520
4.828,0.017169
4.829,-0.021751
4.830,-0.015788
4.831,-0.024295
4.832,-0.014813
4.833,-0.012166
4.834,-0.022227
4.835,-0.011810
4.836,-0.027030
4.837,-0.014643
4.838,0.012642
4.839,0.003916
4.840,0.002250
4.841,-0.011106
4.842,-0.016670
4.843,-0.011243
4.844,0.002335
4.845,0.013418
4.846,0.013682
4.847,0.009994
4.848,-0.007087
4.849,0.001222
4.850,-0.003856
4.851,-0.003341
4.852,0.022682
4.853,-0.023571
4.854,-0.005669
4.855,0.011541
4.856,-0.020444
4.857,-0.010152
4.858,-0.008112
4.859,-0.003607
4.860,-0.019151
4.861,0.008070
4.862,0.009759
4.863,0.008528
4.864,-0.007591
4.865,0.004038
4.866,-0.007940
4.867,-0.001564
4.868,0.027605
4.869,0.002075
4.870,-0.014250
4.871,0.001237
4.872,-0.017985
4.873,-0.016815
4.874,-0.015347
4.875,-0.008332
4.876,0.008390
4.877,0.004514
4.878,0.004513
4.879,-0.014114
4.880,-0.006496
4.881,0.004191
4.882,-0.005776
4.883,-0.000913
4.884,0.008149
4.885,-0.001185
4.886,0.005566
4.887,0.021540
4.888,-0.000299
4.889,0.015079
4.890,0.006712
4.891,-0.018534
4.892,-0.014989
4.893,-0.012430
4.894,-0.013111
4.895,-0.004083
4.896,0.004523
4.897,0.012635
4.898,0.001935
4.899,-0.006275
4.900,-0.024987
4.901,0.001774
4.902,0.002073
4.903,0.004622
4.904,0.028128
4.905,0.017887
4.906,0.012274
4.907,-0.009118
4.908,-0.004393
4.909,-0.000211
4.910,-0.009305
4.911,0.005079
4.912,0.002520
4.913,-0.015487
4.914,0.011509
4.915,-0.001772
4.916,-0.023602
4.917,-0.003043
4.918,0.001611
4.919,0.010746
4.920,-0.004050
4.921,0.010862
4.922,0.004009
4.923,-0.013354
4.924,-0.014129
4.925,0.016471
4.926,0.017205
4.927,0.006302
4.928,0.019712
4.929,0.013606
4.930,0.008204
4.931,-0.011863
4.932,0.019014
4.933,0.004009
4.934,-0.007483
4.935,-0.011019
4.936,0.000228
4.937,-0.022480
4.938,0.006633
4.939,-0.012370
4.940,0.004447
4.941,-0.005332
4.942,-0.001410
4.943,-0.006656
4.944,0.000918
4.945,0.025673
4.946,0.019474
4.947,0.006681
4.948,0.001460
4.949,0.011057
4.950,0.013560
4.951,-0.010885
4.952,-0.002693
4.953,-0.024291
4.954,0.010624
4.955,0.021780
4.956,-0.001892
4.957,-0.027927
4.958,0.005543
4.959,-0.011776
4.960,-0.007960
4.961,0.008446
4.962,0.004818
4.963,-0.003430
4.964,-0.004942
4.965,0.004510
4.966,-0.002060
4.967,-0.010884
4.968,-0.002227
4.969,0.005002
4.970,-0.002137
4.971,-0.017889
4.972,0.010105
4.973,-0.035293
4.974,-0.008210
4.975,-0.010442
4.976,-0.001075
4.977,0.004313
4.978,0.011758
4.979,-0.009476
4.980,0.007039
4.981,0.003277
4.982,-0.018775
4.983,0.025234
4.984,-0.014412
4.985,0.008034
4.986,0.007533
4.987,0.005735
4.988,-0.004172
4.989,0.010854
4.990,-0.018724
4.991,-0.001717
4.992,-0.008530
4.993,-0.010555
4.994,0.002292
4.995,0.009930
4.996,-0.006972
4.997,0.006941
4.998,-0.001166
4.999,-0.011640
